school_code,school_media,romana,matematica,media
3261101222,8.84,6.85,6.5,6.67
3261101222,8.84,7.65,7,7.32
3261101222,8.89,7.5,4.4,5.95
3261101222,8.93,8.5,8.3,8.4
3261101222,8.94,7.8,7.75,7.77
3261101222,8.95,7.1,6.35,6.72
3261101222,8.95,7.45,8.4,7.92
3261101222,8.96,7.45,7.65,7.55
3261101222,8.97,7.9,6.95,7.42
3261101222,8.98,8,6.6,7.3
3261101222,9.01,7.95,8.9,8.42
3261101222,9.04,8.95,6.5,7.72
3261101222,9.05,8.6,7.85,8.22
3261101222,9.05,8.95,8.45,8.7
3261101222,9.06,6.85,7.7,7.27
3261101222,9.07,8.2,6.7,7.45
3261101222,9.09,9.5,8.9,9.2
3261101222,9.1,8.55,5.6,7.07
3261101222,9.12,9,6.55,7.77
3261101222,9.12,9.05,8.2,8.62
3261101222,9.14,7.15,8.2,7.67
3261101222,9.18,8.65,9.6,9.12
3261101222,9.18,9.2,9.15,9.17
3261101222,9.19,8.2,7.95,8.07
3261101222,9.2,7.6,6.25,6.92
3261101222,9.21,7.8,8.95,8.37
3261101222,9.21,8.6,8.7,8.65
3261101222,9.21,8.75,8.15,8.45
3261101222,9.23,9.3,7.25,8.27
3261101222,9.25,8.55,7.5,8.02
3261101222,9.25,8.9,8.35,8.62
3261101222,9.26,7.8,7.45,7.62
3261101222,9.26,9.45,8.5,8.97
3261101222,9.26,9.95,9,9.47
3261101222,9.27,8.05,9.1,8.57
3261101222,9.28,8.15,8.65,8.4
3261101222,9.31,9,9.3,9.15
3261101222,9.33,8.4,7.85,8.12
3261101222,9.33,8.4,8.25,8.32
3261101222,9.33,9.15,6.05,7.6
3261101222,9.36,9.15,9.1,9.12
3261101222,9.38,9.15,7.5,8.32
3261101222,9.39,8.85,9.2,9.02
3261101222,9.4,8,9.35,8.67
3261101222,9.4,9.3,8.55,8.92
3261101222,9.4,9.5,8.35,8.92
3261101222,9.41,8.6,9.1,8.85
3261101222,9.42,9.05,8.9,8.97
3261101222,9.43,7.05,5.6,6.32
3261101222,9.44,9.2,8.55,8.87
3261101222,9.45,9,9.6,9.3
3261101222,9.46,8.9,7.55,8.22
3261101222,9.49,9.4,6.75,8.07
3261101222,9.49,9.65,9.15,9.4
3261101222,9.53,7.7,7.7,7.7
3261101222,9.54,9.75,8.9,9.32
3261101222,9.56,8.55,8.75,8.65
3261101222,9.56,8.8,9.2,9
3261101222,9.56,9.65,8.25,8.95
3261101222,9.57,8.5,8.55,8.52
3261101222,9.57,9.3,7.8,8.55
3261101222,9.59,8.95,8.15,8.55
3261101222,9.59,9.5,7.8,8.65
3261101222,9.61,9.7,8.3,9
3261101222,9.64,8.85,8.25,8.55
3261101222,9.64,9.1,8.7,8.9
